Date,Max_Air_temperature,Min_Air_temperature,Mean_Air_temperature,Max_Relative_humidity,Min_Relative_humidity,Mean_Relative_humidity,Max_Soil_temperature,Min_Soil_temperature,Mean_Soil_temperature,Max_Air pressure,Min_Air_pressure,Mean_Air_pressure,Max_Wind_speed,Min_Wind_speed,Mean_Wind_speed,Rainfall,Max_Solar_radiation,Min_Solar_radiation,Mean_Solar_radiation,Max_Wind_direction,Min_Wind_direction,Mean_Wind_direction
2025-01-01,18.653,5.1032,12.45730938,85.829,25.19,50.9305,29.487,10.771,18.15747917,859.02,855.71,857.275625,3.1691,0,0.833087917,0,1.3457,0.00441,0.277006522,337.35,24.146,149.4989063
2025-01-02,19.193,2.2939,11.34480313,59.658,29.906,41.27963542,27.795,7.931,16.38581354,859.68,856.93,858.1891667,3.2,0,1.4341875,0,0.03525,0.00441,0.014983333,298.91,42.517,138.0799792
2025-01-03,21.961,3.9135,13.54214688,61.916,22.704,38.33957292,29.843,8.8637,17.57307917,859.54,856.66,857.80875,3.0707,0,0.740682604,0,0.04847,0.00441,0.018359444,343.79,25.002,136.1463125
2025-01-04,23.193,6.624,15.25724479,65.065,26.113,42.77808333,31.22,10.081,18.57332292,858.61,855.4,856.751875,2.7391,0,0.737342292,0,0.01765,0.00441,0.008477692,246.03,33.783,133.1424063
2025-01-05,24.253,7.2169,16.21244375,84.76,25.265,51.8845625,31.987,10.95,19.55795833,856.53,853.55,854.8721875,6.0368,0,1.797625208,0,0.03084,0.00441,0.012061053,266.93,61.979,197.1796771
2025-01-06,21.168,12.273,16.03222917,89.952,39.739,71.2348125,27.569,14.232,17.60113542,854.92,851.73,853.0907292,8.857,0,3.403858646,0.762,5.5096,0.00441,1.9178325,294.71,117.2,193.6617708
2025-01-07,20.792,8.8756,14.83883542,89.957,41.749,72.43079167,23.725,11.356,16.61064583,857.03,853.87,855.3055208,5.2508,0,1.37777625,0.762,1.7468,0.00441,0.297198438,345.65,36.469,185.3547188
2025-01-08,18.989,6.0707,12.02333333,88.465,39.243,64.73394792,21.852,10.615,15.13538542,858.3,854.23,856.3259375,3.4724,0,1.289961354,0.508,2.3605,0.00441,0.432855789,333.34,32.72,180.2274688
2025-01-09,21.355,4.0007,12.44280521,88.6,31.93,61.6040625,23.113,8.2741,14.82559479,856.24,852.22,854.5238542,5.2329,0,1.076297188,0.254,1.315,0.00441,0.237805714,337.78,65.581,207.6517813
2025-01-10,20.238,8.8358,15.00178333,85.957,51.205,71.84658333,23.172,10.974,15.53967708,855.68,852.62,854.1409375,6.5684,0,2.420226146,0.508,7.0979,0.00441,0.752475862,296.18,100.9,187.5519792
2025-01-11,21.895,10.837,15.955875,88.478,43.24,74.8814375,25.089,10.932,16.83867708,855.81,852.68,854.5490625,6.4162,0,1.88903375,0.254,6.2284,0.00441,0.531568485,351,51.42,190.6320313
2025-01-12,18.13,10.83,14.35296875,90.273,48.135,69.08410417,21.863,13.183,16.41817708,857.22,854.15,855.4403125,2.1886,0,0.470516771,0.254,4.0092,0.00441,0.559280278,344.76,26.617,122.5961458
2025-01-13,21.539,7.8764,14.99410833,81.588,32.646,53.12951042,23.789,9.7386,16.02460833,857.86,854.96,856.5497917,4.4614,0,2.083655208,0.254,0.58679,0.00441,0.085932174,337.52,7.2218,100.8625917
2025-01-14,22.753,11.814,17.112625,57.445,29.138,41.93563542,25.483,12.519,17.9029375,857.36,854.6,856.2097917,4.3758,0,2.421027396,0.254,0.03966,0.00441,0.018302308,195.85,52.691,90.10913542
2025-01-15,24.057,8.2842,16.95501458,81.369,27.551,47.12661458,26.424,12.013,18.45782292,858.02,854.97,856.4647917,3.8733,0,1.307069792,0,0.4853,0.00441,0.065438333,284.82,41.358,100.5987708
2025-01-16,24.053,9.2108,16.42897292,77.052,28.023,50.34867708,27.762,12.446,18.82219792,859.08,856.31,857.449375,3.1568,0,0.78512375,0,0.04846,0.00441,0.019230909,326.95,13.654,164.5219167
2025-01-17,24.251,8.9989,16.01019896,70.671,21.107,41.97128125,27.729,11.923,18.46595833,858.84,855.06,857.006875,2.6355,0,0.650473229,0,0.04846,0.00441,0.025916471,342.61,33.13,209.0160417
2025-01-18,25.644,7.9221,17.05818646,82.056,16.181,44.22092708,28.125,11.185,18.70748958,856.48,852.7,854.4503125,3.7355,0,1.225593438,0,0.02644,0.00441,0.00923381,321.15,153.99,218.1375
2025-01-19,22.601,9.4476,16.45088646,90.124,43.12,67.93609375,26.825,13.542,19.29121875,855.76,852.55,853.9502083,5.7911,0,1.864949167,0,3.2026,0.00441,0.490065806,339.04,79.974,207.7985208
2025-01-20,22.445,8.7999,16.20249896,90.336,42.966,69.94788542,27.667,13.303,19.33225,855.87,853.31,854.50375,6.2295,0,2.242644167,0,2.7041,0.00441,0.396682857,279.33,79.044,187.3013125
2025-01-21,21.869,9.752,15.68095833,90.857,35.362,62.05089583,26.935,14.639,19.27594792,857.41,854.49,855.9069792,2.4536,0,0.778835104,0,2.7478,0.00441,0.421687742,278.97,9.6178,122.2375604
2025-01-22,23.499,5.6383,15.30113125,73.426,22.509,47.85136458,27.339,11.457,18.510375,856.87,853.9,855.4883333,5.8646,0,1.541311979,0,0.01765,0.00441,0.008327222,345.05,56.02,187.754875
2025-01-23,21.536,9.7323,15.83685,82.359,33.87,55.68254167,26.749,13.68,18.98146875,857,853.98,855.3278125,5.6682,0,2.066582604,0,0.0573,0.00441,0.012457826,323.88,52.374,191.254
2025-01-24,22.042,7.5257,15.841225,83.215,34.256,60.86020833,27.152,12.784,18.92911458,855.79,852.33,854.0866667,5.505,0,1.857678958,0,0.04848,0.00441,0.010578,348.4,66.725,179.4493542
2025-01-25,22.009,9.8252,16.51447083,81.256,36.824,60.75471875,27.456,14.232,19.82390625,855.32,852.09,853.7146875,5.8832,0,2.125661771,0,0.0397,0.00441,0.013226429,279.81,25.295,151.0203854
2025-01-26,21.242,10.996,16.16480208,87.178,36.523,62.85492708,27.009,13.952,19.23519792,855.13,852.25,853.6083333,6.2768,0,2.734150521,0,0.06175,0.00441,0.021025769,238.08,94.69,199.0495833
2025-01-27,21.897,4.7968,14.35195417,92.245,18.639,60.94765625,28.169,11.112,18.56128125,855.52,852.35,854.1046875,5.5482,0,1.836417917,0,9.2774,0.00441,1.686618485,332.24,52.727,183.1833125
2025-01-28,22.654,4.9735,15.12343542,83.819,26.417,52.91415625,28.335,10.546,18.41490625,854.99,852.42,853.7704167,5.5449,0,2.132116042,0,0.0353,0.00441,0.013774167,282.05,61.613,163.9973854
2025-01-29,21.931,11.885,16.76859375,80.866,37.378,62.86116667,28.7,14.033,19.89826042,857.09,853.36,854.90375,6.9799,0,2.511269479,0,0.05734,0.00441,0.01597875,295.8,47.076,178.3949375
2025-01-30,21.09,8.0274,15.20108958,84.745,32.89,56.06513542,28.074,12.461,19.08147917,858.45,855.52,856.7710417,3.8969,0,1.184255208,0,0.33529,0.00441,0.0658025,334.5,20.433,134.0784583
2025-01-31,21.497,8.5358,16.12159479,67.742,32.112,45.57661458,26.2,13.187,19.12792708,857.39,854.21,855.5945833,2.3573,0,0.784793125,0,0.03965,0.00441,0.01299,341.59,9.6443,150.2788156
2025-02-01,23.917,9.8919,16.96186354,71.877,30.664,51.90447917,30.837,12.707,20.23213542,856.18,853.51,854.9173958,4.0004,0,1.297233438,0,0.01762,0.00441,0.009129286,330.54,58.553,227.7905313
2025-02-02,20.99,6.4752,14.06059896,79.805,27.113,46.56436458,28.34,12.179,19.23628125,857.76,854.97,856.1725,2.5858,0,0.895597188,0,0.03966,0.00441,0.015974583,340.67,39.298,210.7465104
2024-01-01,23.487,8.2014,16.56883333,86.551,28.365,57.98183333,34.252,10.544,19.97841667,857.52,854.83,856.2392708,5.5329,0,1.915077188,0,56.697,0.00441,5.261145625,241.08,52.171,179.7613333
2024-01-02,22.359,8.0643,16.35055833,82.845,42.801,65.66398958,33.941,11.207,20.0420625,857.35,855.03,856.0269792,8.043,0,3.241425625,0,30.285,0.00441,4.785921351,249.1,75.541,188.1475104
2024-01-03,23.035,7.5038,16.18972396,92.137,26.806,61.57688542,33.804,11.22,19.98757292,856.63,852.9,854.9598958,6.191,0,1.909000104,0,10.629,0.00441,2.386147857,329.4,42.754,167.7274167
2024-01-04,22.787,9.1033,16.33486979,87.476,31.335,62.00820833,33.815,11.161,19.73283333,856.74,853.52,855.0813542,6.5529,0,2.091516667,0,21.495,0.00441,1.876763333,241.5,83.821,174.0193646
2024-01-05,22.405,9.381,16.18768854,89.466,38.372,67.39404167,34.141,11.802,20.39166667,856.89,854.13,855.4173958,7.3902,0,2.253809167,0,36.716,0.00441,3.803000385,296.29,35.031,190.263875
2024-01-06,23.32,10.136,17.44941667,87.249,22.05,55.63292708,35.061,13.291,21.58483333,858.58,855.61,856.80625,4.2116,0,1.356755729,0,0.83357,0.00441,0.1660465,324.74,52.889,183.5198021
2024-01-07,23.252,12.182,17.91557292,62.761,29.41,43.21929167,32.337,13.329,20.92339583,858.34,855.12,856.6986458,4.536,0,1.977757604,0,0.02643,0.00441,0.011645,153.96,21.662,74.81686458
2024-01-08,22.849,7.1891,16.69714375,68.689,25.591,40.12070833,31.812,11.327,19.6305,859.08,855.52,857.1504167,4.8115,0,2.354175,0,0.01764,0.00441,0.008227333,271.81,49.403,90.24920833
2024-01-09,24.095,5.7022,16.14786146,69.003,12.259,34.85167708,34.605,9.3744,19.43990313,857.12,854.24,855.8751042,4.6256,0,1.456631563,0,0.01762,0.00441,0.009215455,332.24,27.044,182.5540833
2024-01-10,23.612,8.1969,15.93548125,81.93,18.637,47.77564583,34.687,9.6419,19.58982188,856.8,853.96,855.2464583,4.7941,0,1.777609271,0,0.07499,0.00441,0.01246,323.04,87.991,207.7528229
2024-01-11,22.911,11.616,17.56001053,82.1,37.479,58.43124211,34.409,13.976,21.47152632,855.74,852.78,854.2451579,5.7503,0,2.090126211,0,8.5421,0.00441,0.54541875,317.1,65.703,184.9979684
2024-01-12,22.401,11.088,17.13739583,89.213,35.161,63.76213542,34.338,12.343,20.79282292,855.28,852.55,853.8195833,6.5352,0,3.331784063,0,94.075,0.00441,19.61762452,208.98,110.54,177.1421875
2024-01-13,21.647,7.8285,16.16050104,88.087,40.381,64.90830208,33.233,10.977,19.80466667,855.18,852.46,853.570625,7.6308,0,3.146978958,0,235.94,0.00881,38.730478,238.56,58.192,172.5438958
2024-01-14,22.159,12.63,17.2753125,82.487,39.034,62.97045833,34.001,13.069,20.53427083,856.08,852.21,854.3219792,7.1821,0,2.767174792,0,45.966,0.00441,2.0389975,256.2,32.855,165.9974688
2024-01-15,22.887,9.6998,17.04395833,86.292,31.683,63.77791667,34.53,12.144,20.66671875,857.88,855.04,856.2613542,6.9666,0,2.423279583,0,33.027,0.00441,5.561187619,286.46,52.476,174.1443542
2024-01-16,23.776,10.22,17.65063542,87.865,42.096,64.48870833,35.571,12.72,21.32784375,858.39,854.92,856.6563542,6.245,0,2.404337396,0,18.079,0.00441,3.434641379,227.31,42.985,143.1928438
2024-01-17,22.555,10.23,16.94984375,84.169,46.327,67.08635417,33.012,12.06,20.64219792,856.25,853.19,854.8915625,9.9766,0,3.638071771,0,178.98,0.00441,28.89093552,226.22,86.429,173.3396771
2024-01-18,23.545,11.12,17.65621875,86.383,31.644,56.87065625,34.829,11.938,21.27542708,856.49,853.33,854.8813542,5.7731,0,2.187648229,0,21.378,0.00441,2.909134667,318.41,33.96,166.1314583
2024-01-19,23.796,7.6116,16.36524688,79.845,25.434,50.90657292,34.227,10.764,20.51742708,857.1,853.96,855.4834375,7.033,0,1.783944167,0,0.10588,0.00441,0.0222188,328.5,20.379,175.7520104
2024-01-20,23.504,11.269,17.02354167,71.229,35.531,51.30875,35.49,13.179,21.26036458,857.97,854.53,856.3032292,5.6665,0,2.057186771,0,0.01763,0.00441,0.009401333,319.38,48.134,189.5399583
2024-01-21,24.511,9.4499,17.32973125,80.231,30.479,56.81876042,36.493,11.899,21.71828125,858.72,855.4,856.9567708,6.2527,0,1.965520521,0,2.9736,0.0044,0.278350909,343.02,54.017,182.9543854
2024-01-22,24.325,10.496,17.93628125,83.682,30.055,59.91852083,36.001,12.579,21.683,858.19,855.55,856.8638542,7.5303,0,3.012695938,0,88.371,0.00441,5.321288214,291.25,52.451,191.9137604
2024-01-23,25.406,9.8832,18.38761667,85.133,26.546,55.57267708,36.843,12.17,21.93322917,858.3,856.11,857.1460417,6.474,0,2.290209167,0,11.552,0.00441,2.949124,252.12,70.019,190.2888646
2024-01-24,25.517,10.869,18.75658333,87.705,22.009,57.29596875,37.084,12.454,22.23311458,857.41,854.78,856.1886458,6.7165,0,2.806896979,0,16.792,0.00441,3.398102083,253.31,99.141,178.9764688
2024-01-25,23.132,10.045,17.8024375,82.905,31.938,60.37494792,34.984,12.886,21.77561458,856.33,853.03,854.6175,7.7041,0,3.642622396,0,9.8996,0.00441,0.748951739,223.68,59.309,168.2509479
2024-01-26,21.634,16.441,18.21653125,72.567,47.56,62.14861458,32.56,16.408,21.78616667,854.73,851.68,853.1589583,10.399,3.4543,6.709292708,0,407.77,0.00441,126.7970483,212.63,176.13,198.3863542
2024-01-27,20.539,10.57,15.78595833,84.186,31.272,56.57869792,29.966,14.755,20.01492708,856.87,853.32,855.1501042,7.0802,0,3.380153542,0,6.6955,0.00441,0.590901333,289.67,27.677,159.7307604
2024-01-28,21.849,8.1418,15.18873958,72.821,39.815,59.66684375,30.306,10.727,18.89609375,856.66,853.78,855.3269792,7.3083,0,2.437867708,0,0.04848,0.00441,0.016412414,278.62,40.882,142.0254271
2024-01-29,21.061,14.853,17.37207292,74.604,48.922,64.96757292,30.531,14.594,20.28071875,856.3,853.35,854.7058333,8.9201,1.7714,4.871869792,0,3.3225,0.00441,0.450237826,191.17,156.04,173.2509375
2024-01-30,20.716,15.027,17.30489583,74.124,46.965,62.95264583,30.324,15.025,20.83752083,856.53,853.74,855.2194792,8.9532,0.09844,5.317347292,0,22.601,0.00441,1.366017778,187.25,144.64,168.1497917
2024-01-31,21.38,13.27,17.23907292,79.027,44.646,62.31367708,35.019,13.051,21.16188542,856.56,854.28,855.4355208,9.5301,0.3981,5.062091458,0,138.49,0.00441,11.09883862,197.58,94.169,167.0047813
2024-02-01,19.98,13.335,16.50490625,71.957,47.459,61.30266667,33.295,14.05,20.6576875,855.33,852.88,854.2569792,11.027,3.8232,7.062276042,0,243.46,0.00441,21.36285528,203.77,173.86,187.6617708
2024-02-02,20.601,6.3402,14.08561667,77.683,20.104,51.56269792,32.741,10.812,19.26477083,856.82,853.44,854.9948958,6.9719,0,2.951870729,0,1.344,0.00441,0.080944737,339.41,29.39,139.5941979
2024-02-03,20.955,8.2321,15.15845417,72.966,32.467,47.83417708,34.411,11.542,20.40296875,856.71,853.66,855.1739583,9.2747,0,3.307226875,0,7.6187,0.00441,0.564850625,316.86,28.533,167.0178646
2024-02-04,21.225,8.5183,15.92587604,74.243,39.199,58.29153125,34.062,11.124,20.55792708,857.36,854.77,855.9852083,9.718,0,3.858234063,0,79.187,0.00441,7.919246296,259.63,34.185,157.9357396
2024-02-05,20.779,14.28,17.11035417,77.89,47.911,65.6438125,33.149,14.68,21.134125,857.96,855.28,856.5851042,9.1711,0.22344,4.651066979,0,5.7768,0.00441,0.46502375,192.45,145.02,172.9729167
2024-02-06,20.761,9.9208,15.34764375,74.982,24.295,50.153875,32.771,13.515,20.45282292,858.92,855.97,857.5098958,3.9539,0,1.555233646,0,0.02203,0.00441,0.008081667,323.98,26.794,143.1869792
2024-02-07,22.895,10.511,16.10521875,70.523,29.48,42.44163542,34.517,12.227,20.67780208,858.32,854.64,856.6170833,6.3325,0,2.74377,0,0.25111,0.00441,0.050177222,276.5,43.246,120.55975
2024-02-08,21.912,11.769,16.6420625,77.816,40.545,55.4163125,34.294,14.384,21.54970833,857.22,854.72,855.87125,8.0428,0.12185,3.507064479,0,36.244,0.00441,3.312363,221.75,42.881,133.5206979
2024-02-09,22.559,11.831,17.54910417,73.898,42.664,54.89894792,35.004,13.604,21.972125,856.22,853.29,854.7113542,8.6417,0.09593,3.590299688,0,54.624,0.00441,2.555863793,192.23,22.558,143.6179167
2024-02-10,22.456,15.439,18.35725,76.346,37.634,62.4605,36.116,15.738,22.954,855.15,851.88,853.6623958,11.303,1.432,5.847816667,0,256.94,0.00441,41.12027306,211.46,153.17,184.994375
2024-02-11,22.919,8.0051,16.23679583,85.268,13.469,43.31327083,36.932,11.19,21.32191667,857.12,854.14,855.6444792,6.0706,0,1.665092188,0,59.93,0.00441,3.709178182,324.54,55.416,209.5366458
2024-02-12,23.993,8.5225,16.54933125,62.494,23.174,34.7538125,35.219,10.34,20.49921875,857.54,853.8,855.7596875,5.3585,0,2.275910521,0,0.02203,0.00441,0.007518824,326.41,29.184,157.7115521
2024-02-13,23.549,13.309,18.64525,70.807,32.364,51.7269375,35.557,14.528,22.7390625,855.09,851.86,853.2891667,8.9342,0,4.055049896,0,183.12,0.00441,15.43825233,313.74,61.915,153.7603854
2024-02-14,23.905,16.359,19.8609375,71.747,34.036,58.93828125,37.588,15.672,23.86091667,853.67,851.1,852.3458333,8.6483,2.604,5.605408333,0,30.13,0.00441,3.432610345,198.98,152.93,176.9513542
2024-02-15,24.256,16.532,19.99116667,73.666,42.495,62.15921875,37.065,16.317,23.88015625,854.23,851.13,852.7191667,10.789,3.3715,6.9385625,0,346.42,0.00441,48.33533125,189.31,162.74,175.4575
2024-02-16,23.171,17.355,19.67815625,77.587,50.065,66.40553125,36.613,16.842,23.60621875,856.46,852.92,854.3001042,11.944,5.7591,8.454315625,0,514.38,0.45835,116.7221378,200.07,173.78,186.7479167
2024-02-17,24.399,10.681,18.84398958,82.838,32.728,57.80717708,38.755,15.059,23.90490625,857.84,855.12,856.1998958,6.692,0.11259,3.954414688,0,94.799,0.03525,30.25630179,198.08,29.328,155.9106458
2024-02-18,27.033,9.8489,18.23739479,74.782,18.498,36.37803125,39.235,12.316,23.29716667,857.02,853.72,855.5491667,5.758,0,1.280781458,0,0.02643,0.0044,0.008813125,319.18,29.867,144.1784375
2024-02-19,24.214,10.945,17.60215625,75.624,31.824,51.9960625,38.649,13.229,23.22745833,855.7,852.63,854.1261458,7.3285,0,3.257104792,0,272.95,0.00441,52.25996619,242.41,159.78,193.40375
2024-02-20,24.757,10.473,18.29791667,87.956,27.833,57.86754167,37.345,12.92,23.45733333,856.12,852.96,854.6511458,4.3893,0,1.680789271,0,57.704,0.0044,11.02828474,319.49,60.168,178.5056146
2024-02-21,25.632,9.3962,18.76887708,76.013,24.531,49.19936458,39.797,12.164,23.8015625,856.4,853.96,855.2016667,7.9576,0,2.679450833,0,2.6608,0.00441,0.1505175,311.68,65.232,183.628125
2024-02-22,27.455,12.512,20.62878125,84.953,27.375,58.3033125,39.196,15.059,24.96984375,856.15,853.49,855.1179167,9.7459,0,3.450669479,0,54.289,0.00441,9.996877297,323.11,46.966,171.1209583
2024-02-23,29.026,12.557,21.59690625,85.995,25.78,49.813375,42.486,15.672,26.40703125,856.37,853.76,855.2983333,3.7991,0,1.290778438,0,19.458,0.0044,4.374872308,300.77,48.351,182.92175
2024-02-24,26.977,14.728,20.9625,61.545,26.292,43.04947917,41.311,16.305,25.9646875,857.49,854.74,855.7135417,7.7314,0,3.413912188,0,0.40974,0.00441,0.079437813,320.79,49.774,197.7000313
2024-02-25,25.04,16.509,20.82707292,62.475,28.141,43.42744792,40.107,16.941,25.742125,855.14,852.19,853.5821875,7.9269,0.09528,4.375838229,0,0.35684,0.00441,0.044248261,223.46,41.944,184.3186875
2024-02-26,25.399,9.46,18.30419896,80.426,25.26,52.7685625,41.036,13.482,24.76452083,853.5,850.51,852.1329167,5.0809,0,1.770008646,0,1.5483,0.00441,0.294062667,344.59,51.31,184.8095313
2024-02-27,25.415,11.276,18.55661458,83.262,26.867,55.23866667,40.742,13.697,24.730375,853.57,850.87,852.0909375,7.7894,0,3.640234896,0,95.003,0.00441,10.22631568,258.24,159.36,196.1780208
2024-02-28,25.482,10.745,18.08469792,79.772,10.754,43.33002083,41.224,13.232,24.40098958,854.54,851.46,853.1415625,6.1786,0,2.774354063,0,0.18966,0.0044,0.027192778,322.13,168.48,219.151875
2024-02-29,26.159,5.8482,17.1049875,56.827,13.551,31.45514583,40.449,11.134,23.3584375,855.36,852.2,854.0370833,5.0786,0,1.836027188,0,0.01323,0.0044,0.00734381,342.02,69.723,197.8026458
2024-03-01,26.954,7.7883,18.26015938,66.712,22.631,42.66808333,40.627,12.473,24.2528125,855.35,852.21,854.0169792,5.8971,0,2.384485625,0,0.02203,0.0044,0.007608182,322.63,22.641,185.9814271
2024-03-02,26.11,11.984,20.1288125,71.965,36.117,50.48363542,42.05,15.409,26.07071875,854.99,852.38,853.7577083,7.8941,0,3.609481875,0,0.03084,0.00441,0.012300417,276.42,28.26,179.9796458
2024-03-03,25.827,15.538,20.23905208,92.36,32,65.04398958,41.533,18.319,26.634625,854.15,851.18,852.7129167,8.7057,0,4.204689271,0,58.221,0.00441,10.96372308,213.94,44.162,153.9176042
2024-03-04,25.819,11.567,19.86285417,85.14,26.519,57.82548958,40.976,14.549,25.9330625,853.78,851.35,852.663125,8.0675,0,4.1857625,0,11.824,0.00441,1.678279231,295.26,126.05,187.4792708
2024-03-05,26.337,16.762,20.99605208,76.237,35.314,60.94575,41.189,17.353,26.45261458,854.43,852.05,853.1605208,8.8554,0.00142,4.589915833,0,0.03965,0.00441,0.014419545,216.77,52.949,168.8935833
2024-03-06,26.586,16.65,21.24292708,82.278,30.421,56.65292708,42.166,18.013,27.21066667,854.56,852.13,853.4651042,7.4321,0.19829,4.366574896,0,0.03084,0.0044,0.013617273,326.24,133.71,190.1644792
2024-03-07,25.862,13.935,20.23115625,83.715,33.356,60.14465625,42.29,16.687,26.53554167,854.97,852.59,853.8428125,7.3711,0,3.168014271,0,1.0495,0.00441,0.112152174,215.14,148.09,185.9797917
2024-03-08,25.772,12.359,19.64017708,83.969,16.456,43.16430208,41.751,15.968,26.06136458,856.08,852.41,853.9465625,7.3083,0,3.130372813,0,3.8543,0.00441,0.329879231,283.07,151.12,213.4696875
2024-03-09,26.863,10.596,19.20808333,27.269,9.08,14.80350625,41.08,12.452,24.53598958,857.01,853.91,855.4276042,4.8251,0,1.576468021,0,0.03083,0.0044,0.014215909,325.39,138.39,227.5047917
2024-03-10,28.747,10.23,20.9281875,51.247,11.73,24.69367708,42.68,13.167,25.78115625,856.91,853.51,855.3561458,6.9964,0,2.680425625,0,0.02202,0.0044,0.007116154,244.8,125.01,188.9552083
2024-03-11,28.98,17.525,23.03786458,68.932,17.215,42.10015625,42.836,17.737,27.48091667,858.63,855.4,856.6246875,7.485,0,3.974523542,0,0.02202,0.0044,0.009054444,280.08,157.87,189.74
2024-03-12,29.831,13.236,22.41246875,83.871,11.347,41.69622917,43.472,16.76,27.5758125,859.38,855.68,857.6176042,6.3533,0,2.077526563,0,2.9237,0.0044,0.671859286,281.91,67.185,172.8695625
2024-03-13,30.318,13.401,22.35353125,60.901,17.1,39.84453125,45.15,17.04,25.64386458,857.45,854.64,856.089375,12.104,0,2.535791146,4.064,50.564,0.0044,10.29424182,322.28,62.732,190.6641458
2024-03-14,30.828,20.341,25.34084375,57.114,23.271,39.38985417,40.006,16.079,25.9035,856.73,853.67,855.0079167,9.4934,2.5389,5.745075,0,0.07052,0.0044,0.013216786,199.42,166.21,182.2508333
2024-03-15,29.209,22.787,25.46914583,48.508,21.691,29.57840625,39.63,19.002,27.4650625,855.21,853.17,854.28375,11.078,3.7123,7.275582292,0,0.02202,0.0044,0.00969,197.08,161.74,179.9545833
2024-03-16,29.05,17.713,24.10892708,86.668,22.676,44.05246875,42.59,20.442,29.14478125,857.09,853.48,855.4309375,7.3985,0.35422,3.34192375,0,0.60836,0.0044,0.056609063,308.19,35.474,140.3361354
2024-03-17,26.949,18.568,22.38060417,64.605,26.731,44.54589583,33.385,21.142,25.70733333,857.35,853.73,855.7748958,5.7938,0,2.426072292,0,0.02644,0.00441,0.009073529,325.35,25.159,99.78101042
2024-03-18,22.424,14.794,18.77455208,86.361,28.318,63.63955208,30.75,18.358,22.29867708,856.48,852.19,854.3467708,8.4602,0,2.828960833,0.254,8.3332,0.00441,0.7478175,320.6,30.241,129.6747083
2024-03-19,25.268,18.59,21.59095833,66.32,30.636,43.18657292,34.835,19.021,24.759,854.67,850.16,852.428125,10.457,0.76582,6.489183958,0,0.02643,0.00441,0.008079444,282.78,107.26,178.584375
2024-03-20,28.257,12.823,20.73832292,77.422,18.217,50.06784375,41.966,16.47,26.66057292,855.69,852.69,854.3122917,6.716,0,1.945589167,0,0.32632,0.0044,0.048099697,341.61,37.886,144.5831458
2024-03-21,27.659,14.078,21.45352083,68.553,32.348,50.15186458,43.618,17.039,27.84996875,855.15,851.46,852.9925,7.777,0,2.887181771,0,0.02646,0.00441,0.010847692,264.79,57.294,180.3272604
2024-03-22,25.433,18.823,21.32709375,73.982,44.504,63.45647917,40.42,20.675,27.18411458,851.95,848.78,850.4739583,10.407,0.12696,4.952254792,0,0.03967,0.00441,0.014785484,221.17,158.6,179.9858333
2024-03-23,24.507,15.054,20.16422917,78.173,44.135,60.65077083,37.73,18.271,25.66280208,850.52,848.29,849.5635417,9.8102,0,4.653236354,0,0.03084,0.00441,0.0144575,279.17,31.242,160.601375
2024-03-24,21.458,12.547,18.53734375,80.086,57.639,66.23682292,28.909,13.552,21.21217708,851.48,846.37,848.6896875,11.589,1.4587,7.240601042,4.826,16.479,0.00881,3.256101395,244.96,157.61,189.5507292
2024-03-25,23.463,8.5475,16.05995313,71.148,11.46,28.83810417,36.627,8.9955,20.82716458,855.48,851.02,853.4078125,7.9639,0,2.928057917,0,0.02643,0.00441,0.010771481,307.05,24.336,217.3881979
2024-03-26,24.852,6.5795,16.52970729,56.316,7.9354,26.60074896,37.486,9.9717,22.27438854,856.96,854.18,855.475625,5.7178,0,1.783118542,0,0.03965,0.00441,0.011656774,299.6,72.751,190.0216771
2024-03-27,26.212,9.5168,19.06607604,53.856,21.967,36.229625,38.188,13.117,24.34070833,857.71,854.81,856.2215625,4.2517,0,1.816720938,0,0.01764,0.0044,0.0088115,269.85,50.652,167.6873229
2024-03-28,27.642,16.279,21.3115,78.819,28.27,54.11240625,40.935,17.961,27.2720625,857.69,853.64,855.8283333,6.2913,0,2.85855375,0,0.02643,0.0044,0.009505789,323.19,38.112,126.5516146
2024-03-29,26.95,14.541,21.17172917,83.226,34.766,60.16791667,40.842,18.708,27.53313542,855.46,850.52,852.7670833,9.7938,0,4.474807604,0,0.10141,0.00441,0.017629667,317.82,53.711,161.6982396
2024-03-30,27.036,17.974,21.84294792,70.747,33.184,57.2316875,41.543,19.605,28.52570833,854.08,850.45,851.9891667,7.8753,0,4.42082625,0,0.03524,0.0044,0.013053704,219.29,25.901,163.0397708
2024-03-31,28.208,14.661,21.2580625,87.223,20.008,51.375875,44.33,17.851,28.32958333,854.59,851.43,853.1853125,7.7422,0,2.735771458,0,7.1567,0.0044,1.613422105,267.61,106.22,197.760625
2024-04-01,26.342,15.978,20.54247917,81.702,35.681,61.86796875,43.485,19.145,26.32653125,854.14,851.23,852.9529167,8.177,0,3.2826575,1.016,10.787,0.00441,0.862839714,306.81,33.498,173.4247188
2024-04-02,18.44,12.018,15.96585417,92.987,65.191,80.61485417,28.329,15.324,19.32276042,854.74,850.18,852.0023958,8.198,0,1.769790313,24.13,12.544,0.00882,5.596335294,320.42,43.631,126.1287083
2024-04-03,25.587,14.067,19.22898958,88.392,33.362,63.79776042,32.684,15.275,22.12536458,854.84,850.66,852.3783333,8.5017,0.16802,3.220064479,0,2.0152,0.00441,0.278606364,282.26,146.42,210.9594792
